,Unnamed: 0,time,book_name,img_url,id
46,46,2019-03-05T17:04:00,1491,https://img1.od-cdn.com/ImageType-100/1191-1/{A7EC6CC4-107C-4DDE-BC7E-516A916C462C}Img100.jpg,books_72
47,47,2019-03-05T09:45:00,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",https://img1.od-cdn.com/ImageType-100/6852-1/{B1E07D01-EFD7-4767-88E7-5DE22657FE51}IMG100.JPG,books_73
48,48,2019-04-29T18:04:00,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",https://img1.od-cdn.com/ImageType-100/6852-1/{B1E07D01-EFD7-4767-88E7-5DE22657FE51}IMG100.JPG,books_74
49,49,2019-04-27T03:18:00,The Psychology of Money,https://img1.od-cdn.com/ImageType-100/6645-1/{6662B07C-039F-4CEA-A4AD-08F037CC2AE3}Img100.jpg,books_75
50,50,2019-04-26T00:41:00,1491,https://img1.od-cdn.com/ImageType-100/1191-1/{A7EC6CC4-107C-4DDE-BC7E-516A916C462C}Img100.jpg,books_76
51,51,2019-04-25T14:39:00,The Boys,https://img1.od-cdn.com/ImageType-100/7552-1/{C1FC45F2-9E2D-4FA8-9EBE-72DF14121401}IMG100.JPG,books_77
52,52,2019-04-22T17:47:00,The Boys,https://img1.od-cdn.com/ImageType-100/7552-1/{C1FC45F2-9E2D-4FA8-9EBE-72DF14121401}IMG100.JPG,books_78
53,53,2019-04-21T15:40:00,How to Win Friends & Influence People in the Digital Age,https://img1.od-cdn.com/ImageType-100/1294-1/{6FE70C4B-92E2-43A3-82CE-C44565A042A3}Img100.jpg,books_79
54,54,2019-04-20T22:06:00,How the World Really Works,https://img1.od-cdn.com/ImageType-100/1191-1/{2F5C2C49-A53D-4B42-8DCF-1AD588DF5476}Img100.jpg,books_80
55,55,2019-04-18T03:50:00,From Strength to Strength,https://img1.od-cdn.com/ImageType-100/1191-1/{0D269BBE-2AEA-4557-8009-11ADDBEF9E10}Img100.jpg,books_81
56,56,2019-04-14T17:30:00,How the World Really Works,https://img1.od-cdn.com/ImageType-100/1191-1/{2F5C2C49-A53D-4B42-8DCF-1AD588DF5476}Img100.jpg,books_82
57,57,2019-04-07T23:17:00,1491,https://img1.od-cdn.com/ImageType-100/1191-1/{A7EC6CC4-107C-4DDE-BC7E-516A916C462C}Img100.jpg,books_83
58,58,2019-04-03T20:41:00,The Boys,https://img1.od-cdn.com/ImageType-100/7552-1/{C1FC45F2-9E2D-4FA8-9EBE-72DF14121401}IMG100.JPG,books_84
59,59,2019-03-28T17:36:00,The Devil's Star,https://img1.od-cdn.com/ImageType-100/1191-1/{082BCD72-EA9B-450E-9784-F978EC90DE73}Img100.jpg,books_85
60,60,2019-03-24T22:41:00,The Bitcoin Standard,https://img1.od-cdn.com/ImageType-100/0128-1/{0A84F8C2-77CC-4E4D-B2AA-002F7FC1C3F7}Img100.jpg,books_86
61,61,2019-03-07T17:36:00,The Devil's Star,https://img1.od-cdn.com/ImageType-100/1191-1/{082BCD72-EA9B-450E-9784-F978EC90DE73}Img100.jpg,books_87
62,62,2019-03-06T03:51:00,Mating in Captivity,https://img1.od-cdn.com/ImageType-100/0293-1/{09F22BD0-4235-4A59-A677-82A0AF31CB3F}Img100.jpg,books_88
63,63,2019-03-06T03:05:00,How the World Really Works,https://img1.od-cdn.com/ImageType-100/1191-1/{2F5C2C49-A53D-4B42-8DCF-1AD588DF5476}Img100.jpg,books_89
64,64,2019-03-06T03:04:00,The Lincoln Highway,https://img1.od-cdn.com/ImageType-100/1191-1/{C1399BF6-5678-4BCA-8520-1DEE2527E29A}Img100.jpg,books_90
65,65,2019-03-04T03:07:00,The Three-Body Problem,https://img1.od-cdn.com/ImageType-100/1493-1/{E865FBC4-6E05-4F87-B780-728E64158A2C}Img100.jpg,books_91
66,66,2019-03-04T03:07:00,Mating in Captivity,https://img1.od-cdn.com/ImageType-100/0293-1/{09F22BD0-4235-4A59-A677-82A0AF31CB3F}Img100.jpg,books_92
67,67,2019-03-04T03:06:00,The Culture Map,https://img1.od-cdn.com/ImageType-100/1088-1/{19D66D38-7086-4689-A5CE-A63649FEEF96}Img100.jpg,books_93
68,68,2019-03-03T22:41:00,The Bitcoin Standard,https://img1.od-cdn.com/ImageType-100/0128-1/{0A84F8C2-77CC-4E4D-B2AA-002F7FC1C3F7}Img100.jpg,books_94
69,69,2019-04-21T19:17:00,The Three-Body Problem,https://img1.od-cdn.com/ImageType-100/1493-1/{E865FBC4-6E05-4F87-B780-728E64158A2C}Img100.jpg,books_95
70,70,2019-04-05T18:59:00,The Ministry for the Future,https://img1.od-cdn.com/ImageType-100/0887-1/{81F5A348-EEB3-4546-BCEA-1FCFCB709C52}Img100.jpg,books_96
71,71,2019-03-28T21:42:00,Benjamin Franklin,https://img1.od-cdn.com/ImageType-100/5054-1/{0B379166-D254-4592-B4D5-FFC2254119FB}Img100.jpg,books_97
72,72,2019-03-18T23:42:00,The Curious Case of Benjamin Button and Other Jazz Age Tales,https://img1.od-cdn.com/ImageType-100/1219-1/{146935CF-D64E-46E9-B63D-CFD6182F1BE4}Img100.jpg,books_98
73,73,2019-03-18T23:41:00,The House of the Spirits,https://img1.od-cdn.com/ImageType-100/5054-1/{BC0222FF-419B-4FB4-B844-CBC6128B6E7D}Img100.jpg,books_99
74,74,2019-03-15T18:59:00,The Ministry for the Future,https://img1.od-cdn.com/ImageType-100/0887-1/{81F5A348-EEB3-4546-BCEA-1FCFCB709C52}Img100.jpg,books_100
75,75,2019-03-08T17:18:00,The Body,https://img1.od-cdn.com/ImageType-100/1191-1/{38DDDC42-8411-4192-96F7-56BE613A6F27}Img100.jpg,books_101
76,76,2019-03-07T21:42:00,Benjamin Franklin,https://img1.od-cdn.com/ImageType-100/5054-1/{0B379166-D254-4592-B4D5-FFC2254119FB}Img100.jpg,books_102
77,77,2019-04-27T23:42:00,The Curious Case of Benjamin Button and Other Jazz Age Tales,https://img1.od-cdn.com/ImageType-100/1219-1/{146935CF-D64E-46E9-B63D-CFD6182F1BE4}Img100.jpg,books_103
78,78,2019-04-27T23:41:00,The House of the Spirits,https://img1.od-cdn.com/ImageType-100/5054-1/{BC0222FF-419B-4FB4-B844-CBC6128B6E7D}Img100.jpg,books_104
79,79,2019-04-24T22:57:00,The Ministry for the Future,https://img1.od-cdn.com/ImageType-100/0887-1/{81F5A348-EEB3-4546-BCEA-1FCFCB709C52}Img100.jpg,books_105
80,80,2019-04-24T18:43:00,Leonardo da Vinci,https://img1.od-cdn.com/ImageType-100/5054-1/{8BD6950E-7348-44E2-8EB8-C40021DED5CE}Img100.jpg,books_106
81,81,2019-04-17T17:18:00,The Body,https://img1.od-cdn.com/ImageType-100/1191-1/{38DDDC42-8411-4192-96F7-56BE613A6F27}Img100.jpg,books_107
82,82,2019-04-17T17:16:00,Benjamin Franklin,https://img1.od-cdn.com/ImageType-100/5054-1/{0B379166-D254-4592-B4D5-FFC2254119FB}Img100.jpg,books_108
83,83,2019-04-03T18:43:00,Leonardo da Vinci,https://img1.od-cdn.com/ImageType-100/5054-1/{8BD6950E-7348-44E2-8EB8-C40021DED5CE}Img100.jpg,books_109
84,84,2019-04-28T16:51:51,A Thousand Brains: A New Theory of Intelligence,https://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B08VWV2WDK&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,books_111
85,85,2019-04-20T16:51:51,50 Greatest Positive Psychology Quotes: A Beautiful Photo Book of The Most Inspiring Positive Psychological Quotes,https://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B08JFTX8D1&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,books_112
86,86,2019-03-27T16:51:51,Before the Coffee Gets Cold: A Novel (Before the Coffee Gets Cold Series Book 1),https://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B084B6VFHG&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,books_113
87,87,2019-03-24T16:51:51,The Enigma of Reason,https://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B06XWFM3PP&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,books_114
88,88,2019-03-12T16:51:51,Snow Crash: A Novel,https://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B000FBJCJE&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,books_115
89,89,2019-03-08T16:51:51,The Innovators,https://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00M9KA2ZM&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,books_267
90,90,2019-03-08T16:51:51,Life 3.0,https://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0742K1G4Q&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,books_268
91,91,2019-03-17T16:51:51,Total Recall,https://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B003DKVAB2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,books_269
92,92,2019-04-28T16:51:51,Discovery Trial,https://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0821SC3ZP&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,books_270
