eid,date,readtype,howlong
e3129,2010/12/03,social media,52
e3136,2010/12/04,social media,23
e3145,2010/12/05,news,6
e3154,2010/12/06,news,39
e3162,2010/12/07,social media,51
e3170,2010/12/08,a book,42
e3180,2010/12/09,news,46
e3188,2010/12/10,a book,17
e3197,2010/12/11,a book,42
e3205,2010/12/12,a book,51
e3215,2010/12/13,news,5
e3223,2010/12/14,a book,34
e3233,2010/12/15,news,23
e3241,2010/12/16,social media,55
e3251,2010/12/17,news,47
e3261,2010/12/18,social media,9
e3270,2010/12/19,social media,54
e3278,2010/12/20,a book,50
e3288,2010/12/21,social media,51
e3296,2010/12/22,social media,43
e3305,2010/12/23,a book,20
e3315,2010/12/24,social media,33
e3323,2010/12/25,news,16
e3331,2010/12/26,a book,45
e3340,2010/12/27,a book,17
e3350,2010/12/28,a book,32
e3359,2010/12/29,news,45
e3366,2010/12/30,a book,49
e3375,2010/12/31,social media,46
e3377,2011/01/01,news,20
e3587,2011/01/01,social media,17
e3596,2011/01/02,a book,33
e3604,2011/01/03,social media,15
e3614,2011/01/04,news,48
e3623,2011/01/05,news,32
e3630,2011/01/06,social media,37
e3638,2011/01/07,social media,19
e3645,2011/01/08,news,40
e3655,2011/01/09,news,53
e3663,2011/01/10,social media,39
e3672,2011/01/11,news,31
e3680,2011/01/12,a book,19
e3689,2011/01/13,news,21
e3697,2011/01/14,social media,35
e3706,2011/01/15,a book,18
e3714,2011/01/16,social media,41
e3722,2011/01/17,news,53
e3732,2011/01/18,a book,53
e3742,2011/01/19,social media,45
e3750,2011/01/20,news,34
e3759,2011/01/21,news,6
e3768,2011/01/22,a book,13
e3776,2011/01/23,social media,53
e3785,2011/01/24,social media,30
e3795,2011/01/25,social media,22
e3803,2011/01/26,social media,42
e3811,2011/01/27,social media,43
e3820,2011/01/28,a book,30
e3828,2011/01/29,a book,32
e3837,2011/01/30,social media,52
e3846,2011/01/31,social media,18
e3856,2011/02/01,social media,7
e3864,2011/02/02,social media,19
e3873,2011/02/03,social media,37
e3881,2011/02/04,social media,18
e3891,2011/02/05,news,10
e3900,2011/02/06,a book,52
e3908,2011/02/07,social media,50
e3918,2011/02/08,social media,30
e3926,2011/02/09,social media,41
e3934,2011/02/10,news,12
e3942,2011/02/11,a book,38
e3951,2011/02/12,news,9
e3960,2011/02/13,news,11
e3968,2011/02/14,a book,55
e3978,2011/02/15,a book,13
e3986,2011/02/16,news,40
e3995,2011/02/17,social media,6
e4004,2011/02/18,social media,28
e4012,2011/02/19,news,55
e4020,2011/02/20,a book,23
e4029,2011/02/21,social media,42
e4038,2011/02/22,social media,7
e4046,2011/02/23,a book,43
e4055,2011/02/24,news,10
e4063,2011/02/25,a book,30
e4070,2011/02/26,news,9
e4077,2011/02/27,news,12
e4085,2011/02/28,a book,20
e4093,2011/03/01,news,45
e4101,2011/03/02,a book,37
e4107,2011/03/03,social media,35
e4115,2011/03/04,social media,19
e4124,2011/03/05,a book,20
e4132,2011/03/06,social media,5
e4142,2011/03/07,social media,41
e4151,2011/03/08,social media,45
e4161,2011/03/09,news,18
e4170,2011/03/10,social media,44
e4180,2011/03/11,social media,24
e4190,2011/03/12,news,12
e4198,2011/03/13,a book,42
e4207,2011/03/14,social media,25
e4216,2011/03/15,social media,28
e4224,2011/03/16,social media,46
e4232,2011/03/17,social media,36
e4240,2011/03/18,social media,32
e4250,2011/03/19,a book,49
e4259,2011/03/20,news,47
e4269,2011/03/21,social media,37
e4277,2011/03/22,social media,22
e4284,2011/03/23,news,23
e4293,2011/03/24,social media,53
e4302,2011/03/25,a book,40
e4310,2011/03/26,news,44
e4318,2011/03/27,a book,55
e4327,2011/03/28,a book,55
e4334,2011/03/29,social media,48
e4344,2011/03/30,social media,25
e4352,2011/03/31,a book,35
e4360,2011/04/01,social media,45
e4369,2011/04/02,news,43
e4379,2011/04/03,social media,14
e4387,2011/04/04,social media,27
e4395,2011/04/05,social media,7
e4404,2011/04/06,social media,49
e4413,2011/04/07,social media,20
e4422,2011/04/08,a book,31
e4430,2011/04/09,news,38
e4439,2011/04/10,a book,43
e4447,2011/04/11,news,36
e4455,2011/04/12,news,30
e4464,2011/04/13,news,41
e4473,2011/04/14,social media,38
e4480,2011/04/15,a book,25
e4489,2011/04/16,news,52
e4498,2011/04/17,a book,55
e4507,2011/04/18,a book,17
e4516,2011/04/19,social media,22
e4525,2011/04/20,news,55
e4534,2011/04/21,news,23
e4543,2011/04/22,a book,17
e4551,2011/04/23,a book,27
e4560,2011/04/24,a book,50
e4568,2011/04/25,social media,51
e4578,2011/04/26,social media,14
e4586,2011/04/27,a book,5
e4596,2011/04/28,social media,47
e4605,2011/04/29,social media,22
e4614,2011/04/30,social media,51
e4622,2011/05/01,a book,27
e4630,2011/05/02,a book,14
e4639,2011/05/03,social media,35
e4648,2011/05/04,news,48
e4657,2011/05/05,news,30
e4665,2011/05/06,a book,45
e4674,2011/05/07,social media,43
e4683,2011/05/08,social media,35
e4692,2011/05/09,a book,43
e4700,2011/05/10,a book,41
e4708,2011/05/11,news,35
e4717,2011/05/12,news,50
e4726,2011/05/13,news,38
e4734,2011/05/14,news,45
e4744,2011/05/15,news,9
e4753,2011/05/16,news,23
e4762,2011/05/17,social media,24
e4769,2011/05/18,news,49
e4778,2011/05/19,social media,33
e4787,2011/05/20,social media,33
e4796,2011/05/21,social media,46
e4805,2011/05/22,news,18
e4814,2011/05/23,social media,38
e4822,2011/05/24,news,22
e4831,2011/05/25,a book,13
e4840,2011/05/26,news,11
e4848,2011/05/27,a book,42
e4856,2011/05/28,social media,37
e4866,2011/05/29,a book,47
e4875,2011/05/30,social media,27
e4883,2011/05/31,a book,30
e4892,2011/06/01,social media,15
e4901,2011/06/02,news,27
e4909,2011/06/03,social media,23
e4919,2011/06/04,news,6
e4928,2011/06/05,a book,50
e4935,2011/06/06,social media,5
e4943,2011/06/07,social media,44
e4952,2011/06/08,news,5
e4960,2011/06/09,a book,51
e4969,2011/06/10,news,8
e4978,2011/06/11,social media,44
e4988,2011/06/12,news,14
e4996,2011/06/13,news,31
e5005,2011/06/14,news,41
e5014,2011/06/15,news,10
e5023,2011/06/16,news,45
e5032,2011/06/17,news,26
e5042,2011/06/18,social media,26
e5050,2011/06/19,social media,17
e5060,2011/06/20,news,40
e5070,2011/06/21,news,15
e5079,2011/06/22,news,17
e5087,2011/06/23,social media,9
e5096,2011/06/24,a book,17
e5105,2011/06/25,news,12
e5113,2011/06/26,a book,18
e5123,2011/06/27,news,21
e5131,2011/06/28,social media,15
e5139,2011/06/29,social media,10
e5147,2011/06/30,a book,46
e5155,2011/07/01,news,42
e5165,2011/07/02,social media,48
e5174,2011/07/03,news,27
e5184,2011/07/04,a book,27
e5192,2011/07/05,news,27
e5201,2011/07/06,social media,15
e5211,2011/07/07,news,15
e5218,2011/07/08,social media,11
e5226,2011/07/09,news,11
e5235,2011/07/10,news,25
e5245,2011/07/11,news,36
e5254,2011/07/12,social media,22
e5262,2011/07/13,social media,29
e5271,2011/07/14,news,12
e5280,2011/07/15,news,44
e5290,2011/07/16,social media,31
e5298,2011/07/17,a book,17
e5308,2011/07/18,social media,31
e5316,2011/07/19,social media,30
e5325,2011/07/20,social media,15
e5335,2011/07/21,social media,48
e5343,2011/07/22,a book,47
e5352,2011/07/23,a book,16
e5360,2011/07/24,news,26
e5370,2011/07/25,news,25
e5378,2011/07/26,a book,14
e5387,2011/07/27,news,41
e5395,2011/07/28,social media,51
e5403,2011/07/29,social media,22
e5413,2011/07/30,a book,25
e5422,2011/07/31,a book,46
e5431,2011/08/01,news,22
e5440,2011/08/02,social media,55
e5449,2011/08/03,a book,13
e5458,2011/08/04,social media,29
e5468,2011/08/05,social media,40
e5476,2011/08/06,social media,5
e5485,2011/08/07,news,20
e5494,2011/08/08,social media,14
e5504,2011/08/09,news,44
e5513,2011/08/10,social media,21
e5522,2011/08/11,a book,47
e5529,2011/08/12,social media,5
e5538,2011/08/13,social media,50
e5547,2011/08/14,a book,12
e5555,2011/08/15,social media,29
e5565,2011/08/16,social media,53
e5574,2011/08/17,news,42
e5582,2011/08/18,a book,50
e5591,2011/08/19,social media,11
e5600,2011/08/20,social media,42
e5608,2011/08/21,news,46
e5616,2011/08/22,a book,33
e5625,2011/08/23,social media,48
e5634,2011/08/24,news,48
e5643,2011/08/25,a book,36
e5651,2011/08/26,news,38
e5661,2011/08/27,a book,42
e5670,2011/08/28,news,17
e5678,2011/08/29,social media,53
e5687,2011/08/30,a book,12
e5695,2011/08/31,news,38
e5704,2011/09/01,a book,6
e5713,2011/09/02,social media,47
e5720,2011/09/03,a book,38
e5730,2011/09/04,social media,29
e5740,2011/09/05,social media,14
e5747,2011/09/06,a book,31
e5756,2011/09/07,a book,8
e5765,2011/09/08,social media,41
e5772,2011/09/09,news,44
e5781,2011/09/10,social media,51
e5791,2011/09/11,social media,24
e5800,2011/09/12,news,10
e5809,2011/09/13,a book,43
e5818,2011/09/14,a book,48
e5827,2011/09/15,a book,37
e5836,2011/09/16,news,36
e5845,2011/09/17,social media,32
e5853,2011/09/18,a book,55
e5861,2011/09/19,a book,54
e5868,2011/09/20,a book,14
e5878,2011/09/21,news,40
e5888,2011/09/22,news,53
e5897,2011/09/23,news,54
e5906,2011/09/24,social media,34
e5915,2011/09/25,social media,36
e5922,2011/09/26,news,49
e5931,2011/09/27,a book,16
e5941,2011/09/28,news,23
e5949,2011/09/29,a book,22
e5959,2011/09/30,a book,49
e5969,2011/10/01,social media,42
e5977,2011/10/02,social media,53
e5986,2011/10/03,news,47
e5994,2011/10/04,social media,14
e6001,2011/10/05,news,45
e6010,2011/10/06,a book,48
e6017,2011/10/07,news,15
e6025,2011/10/08,news,41
e6034,2011/10/09,news,5
e6043,2011/10/10,news,44
e6051,2011/10/11,news,49
e6059,2011/10/12,news,25
e6068,2011/10/13,news,45
e6076,2011/10/14,social media,47
e6085,2011/10/15,news,22
e6094,2011/10/16,news,41
e6103,2011/10/17,news,46
e6112,2011/10/18,news,39
e6122,2011/10/19,social media,35
e6130,2011/10/20,news,6
e6137,2011/10/21,news,6
e6145,2011/10/22,social media,36
e6154,2011/10/23,social media,35
e6163,2011/10/24,social media,38
e6171,2011/10/25,a book,50
e6180,2011/10/26,social media,36
e6188,2011/10/27,news,55
e6198,2011/10/28,social media,6
e6207,2011/10/29,a book,7
e6217,2011/10/30,news,38
e6227,2011/10/31,a book,13
e6237,2011/11/01,news,13
e6246,2011/11/02,social media,28
e6254,2011/11/03,a book,55
e6264,2011/11/04,social media,32
e6273,2011/11/05,news,42
e6281,2011/11/06,a book,39
e6289,2011/11/07,news,23
e6296,2011/11/08,a book,21
e6305,2011/11/09,a book,22
e6314,2011/11/10,news,43
e6323,2011/11/11,social media,9
e6333,2011/11/12,news,43
e6343,2011/11/13,a book,50
e6350,2011/11/14,social media,48
e6359,2011/11/15,social media,25
e6367,2011/11/16,news,38
e6376,2011/11/17,a book,17
e6384,2011/11/18,social media,9
e6392,2011/11/19,social media,48
e6401,2011/11/20,social media,48
e6410,2011/11/21,a book,45
e6418,2011/11/22,a book,38
e6427,2011/11/23,social media,55
e6436,2011/11/24,a book,24
e6446,2011/11/25,a book,40
e6454,2011/11/26,a book,48
e6462,2011/11/27,a book,31
e6472,2011/11/28,social media,36
e6482,2011/11/29,news,46
e6492,2011/11/30,social media,47
e6500,2011/12/01,social media,29
e6509,2011/12/02,social media,25
e6518,2011/12/03,news,16
e6526,2011/12/04,news,8
e6535,2011/12/05,social media,24
e6545,2011/12/06,news,17
e6553,2011/12/07,news,41
e6562,2011/12/08,social media,16
e6571,2011/12/09,a book,42
e6579,2011/12/10,news,37
e6588,2011/12/11,a book,10
e6596,2011/12/12,social media,9
e6604,2011/12/13,social media,28
e6614,2011/12/14,news,50
e6623,2011/12/15,news,48
e6632,2011/12/16,a book,36
e6641,2011/12/17,news,37
e6649,2011/12/18,a book,25
e6658,2011/12/19,news,55
e6667,2011/12/20,news,47
e6675,2011/12/21,news,36
e6684,2011/12/22,a book,18
e6692,2011/12/23,social media,43
e6700,2011/12/24,a book,15
e6708,2011/12/25,social media,41
e6717,2011/12/26,a book,52
e6726,2011/12/27,a book,12
e6734,2011/12/28,a book,13
e6743,2011/12/29,a book,36
e6752,2011/12/30,social media,33
e6761,2011/12/31,social media,9
e6763,2012/01/01,a book,24
e6965,2012/01/01,social media,42
e6975,2012/01/02,a book,30
e6985,2012/01/03,a book,32
e6993,2012/01/04,news,16
e7002,2012/01/05,news,18
e7011,2012/01/06,news,39
e7021,2012/01/07,news,29
e7031,2012/01/08,news,7
e7040,2012/01/09,social media,33
e7049,2012/01/10,news,53
e7057,2012/01/11,a book,21
e7065,2012/01/12,social media,14
e7074,2012/01/13,a book,36
e7082,2012/01/14,news,51
e7090,2012/01/15,social media,26
e7099,2012/01/16,a book,37
e7108,2012/01/17,a book,23
e7117,2012/01/18,news,20
e7126,2012/01/19,a book,24
e7134,2012/01/20,a book,9
e7144,2012/01/21,social media,51
e7153,2012/01/22,news,47
e7163,2012/01/23,a book,31
e7172,2012/01/24,a book,9
e7178,2012/01/25,social media,54
e7187,2012/01/26,news,11
e7194,2012/01/27,a book,43
e7203,2012/01/28,a book,53
e7212,2012/01/29,news,19
e7221,2012/01/30,news,12
e7229,2012/01/31,social media,25
e7237,2012/02/01,a book,43
e7246,2012/02/02,news,52
e7255,2012/02/03,a book,21
e7265,2012/02/04,news,19
e7274,2012/02/05,a book,26
e7281,2012/02/06,a book,20
e7289,2012/02/07,news,23
e7298,2012/02/08,social media,16
e7307,2012/02/09,news,38
e7317,2012/02/10,news,21
e7327,2012/02/11,news,38
e7336,2012/02/12,a book,15
e7346,2012/02/13,a book,25
e7355,2012/02/14,news,55
e7363,2012/02/15,news,17
e7372,2012/02/16,a book,35
e7381,2012/02/17,social media,14
e7389,2012/02/18,a book,9
e7397,2012/02/19,a book,11
e7406,2012/02/20,a book,41
e7414,2012/02/21,news,7
e7422,2012/02/22,news,14
e7430,2012/02/23,a book,44
e7439,2012/02/24,news,10
e7448,2012/02/25,a book,17
e7457,2012/02/26,a book,30
e7467,2012/02/27,social media,22
e7475,2012/02/28,news,17
e7483,2012/02/29,a book,6
e7492,2012/03/01,a book,5
e7502,2012/03/02,social media,10
e7511,2012/03/03,a book,33
e7520,2012/03/04,news,28
e7529,2012/03/05,news,7
e7538,2012/03/06,a book,52
e7547,2012/03/07,social media,43
e7556,2012/03/08,social media,52
e7564,2012/03/09,a book,30
e7572,2012/03/10,news,23
e7579,2012/03/11,a book,34
e7587,2012/03/12,a book,21
e7596,2012/03/13,social media,34
e7604,2012/03/14,a book,28
e7612,2012/03/15,a book,37
e7621,2012/03/16,social media,44
e7629,2012/03/17,social media,39
e7638,2012/03/18,social media,13
e7646,2012/03/19,a book,20
e7654,2012/03/20,news,29
e7664,2012/03/21,news,22
e7673,2012/03/22,social media,48
e7683,2012/03/23,social media,51
e7693,2012/03/24,social media,39
e7702,2012/03/25,a book,16
e7712,2012/03/26,news,19
e7721,2012/03/27,news,9
e7730,2012/03/28,news,6
e7740,2012/03/29,social media,9
e7749,2012/03/30,a book,20
e7757,2012/03/31,social media,49
e7766,2012/04/01,social media,21
e7775,2012/04/02,social media,7
e7783,2012/04/03,social media,35
e7792,2012/04/04,social media,14
e7799,2012/04/05,news,11
e7807,2012/04/06,a book,22
e7816,2012/04/07,a book,19
e7824,2012/04/08,news,44
e7832,2012/04/09,social media,20
e7842,2012/04/10,a book,31
e7851,2012/04/11,news,32
e7861,2012/04/12,a book,27
e7869,2012/04/13,a book,42
e7876,2012/04/14,social media,5
e7882,2012/04/15,a book,39
e7890,2012/04/16,social media,24
e7898,2012/04/17,news,11
e7906,2012/04/18,news,36
e7914,2012/04/19,a book,25
e7923,2012/04/20,news,33
e7932,2012/04/21,a book,29
e7940,2012/04/22,news,42
e7949,2012/04/23,news,50
e7958,2012/04/24,a book,44
e7967,2012/04/25,news,20
e7977,2012/04/26,social media,8
e7985,2012/04/27,a book,16
e7993,2012/04/28,a book,12
e8002,2012/04/29,news,14
e8011,2012/04/30,social media,33
e8020,2012/05/01,a book,27
e8029,2012/05/02,a book,53
e8037,2012/05/03,a book,51
e8046,2012/05/04,news,5
e8056,2012/05/05,news,55
e8066,2012/05/06,social media,36
e8075,2012/05/07,news,49
e8083,2012/05/08,a book,20
e8092,2012/05/09,news,23
e8102,2012/05/10,a book,15
e8112,2012/05/11,news,26
e8121,2012/05/12,news,33
e8129,2012/05/13,news,35
e8138,2012/05/14,social media,16
e8147,2012/05/15,social media,50
e8157,2012/05/16,news,17
e8166,2012/05/17,a book,43
e8174,2012/05/18,a book,36
e8182,2012/05/19,news,17
e8190,2012/05/20,a book,53
e8198,2012/05/21,a book,38
e8208,2012/05/22,a book,15
e8218,2012/05/23,a book,26
e8228,2012/05/24,a book,48
e8238,2012/05/25,social media,54
e8247,2012/05/26,news,5
e8256,2012/05/27,a book,52
e8265,2012/05/28,a book,15
e8274,2012/05/29,social media,21
e8284,2012/05/30,social media,27
e8294,2012/05/31,news,39
e8302,2012/06/01,news,35
e8310,2012/06/02,social media,8
e8320,2012/06/03,news,29
e8327,2012/06/04,social media,43
e8337,2012/06/05,news,9
e8346,2012/06/06,social media,16
e8356,2012/06/07,social media,27
e8366,2012/06/08,a book,25
e8374,2012/06/09,a book,33
e8382,2012/06/10,news,25
e8390,2012/06/11,a book,19
e8400,2012/06/12,news,18
e8409,2012/06/13,social media,31
